MOFid,metal,linker,logKH_CO2,pure_uptake_CO2_298.00_15000,pure_uptake_methane_298.00_6500000,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites
FOBNAN_clean,[Dy],[C][=Branch2][Ring2][=N][=C][Branch2][Ring2][Branch2][C][=Branch1][=C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][#Branch1][C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=Branch1][Branch1][=C][Ring1][#Branch2][O][C][=Branch1][C][=O][OH0][O][C][=Branch1][C][=O][OH0],-3.0794087021915657,2.7423078384,10.8004547698,8.70901,6.58612,8.70709,0.867344,2020.64,2329.69,0.0,0.0,0.6644,0.766017,0.0,Dy,Yes,Dy
FOCREW_clean,[Nd],[C][=Branch1][C][=O][Branch2][=Branch1][#Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][Ring2][=C][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][O],-1.6960699357246314,3.5285398493,2.8127456981,4.67486,3.02955,4.45442,1.35506,0.0,0.0,583.974,430.957,0.4642,0.342568,0.0,Nd,Yes,Nd
FOFHUE_clean,[Mn][Ga],[P][=Branch1][C][=O][Branch1][C][OH0][Branch1][C][OH0][O],-3.507500824780414,1.5357313519,2.9814953146,3.94915,2.57347,3.89578,2.17815,0.0,0.0,332.611,152.704,0.3928,0.180337,0.0,"Ga,Mn",No, 
FOFTIF_clean,[Cd],[C][=N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],-2.5689145951966634,2.8291742637,7.288746538,6.9711,4.44534,6.9711,1.09535,1552.88,1417.7,0.0,0.0,0.5846,0.533709,0.0,Cd,Yes,Cd
FOFTUR_clean,[Cd],[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][/C][=C][/C][=C][C][=N][C][=C][Ring1][=Branch1],-3.00288065334598,2.6093276924,6.9405457058,6.77119,4.51348,6.77119,1.0583,1552.58,1467.05,0.0,0.0,0.588,0.555606,0.0,Cd,Yes,Cd
FOHQUO_clean,[Sr][Co],[OH0][C][=Branch1][C][=O][C][C][=Branch1][C][=O][OH0],-3.5504537234984546,2.0624971292,2.1444020858,4.34506,3.45753,4.34017,1.59314,531.012,333.311,0.0,0.0,0.4696,0.294764,0.0,"Sr,Co",Yes,"Sr,Co"
FOHSAW01_clean,[Sr][Ni],[C][=Branch1][C][=O][Branch1][#Branch1][C][C][=Branch1][C][=O][OH0][OH0],-3.449739840626449,2.1590574279,2.2137339667,4.19352,3.30187,4.19352,1.65632,0.0,0.0,479.983,289.79,0.473,0.285573,0.0,"Sr,Ni",Yes,"Sr,Ni"
FOJLOH_clean,[Zn],[C][=Branch2][=Branch1][=Branch2][=C][Branch2][Branch1][Ring2][C][=Branch2][Ring2][#C][=C][Branch2][Ring1][#Branch2][C][=Branch2][Ring1][Branch1][=C][Ring1][=Branch1][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C],-3.90929764878517,1.5675721283,9.9282459912,7.23927,6.67302,7.23927,0.822249,1870.22,2274.52,0.0,0.0,0.6338,0.770813,0.0,Zn,Yes,Zn
FOJPEB_clean,[Cd],[C][=Branch1][C][=O][Branch2][Ring1][=C][C][=C][C][=C][C][Branch2][Ring1][C][C][=Branch1][C][=O][CH1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=N+1][Ring1][P][O-1][OH0],-3.7904179698748113,1.5025550221,2.9591130244,5.80387,3.28015,5.80387,1.42172,0.0,0.0,773.979,544.396,0.4586,0.322567,0.0,Cd,No, 
FOKYEL_clean,[Pr],[O][=C][Branch1][C][OH0][C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=Branch1][C][=O][OH0],-1.783512126352512,3.4738435388,6.1006570804,8.8968,8.56106,8.8968,1.19075,983.087,825.606,363.949,305.648,0.581,0.48793,0.0,Pr,Yes,Pr
FOKYIP_clean,[Nd],[C][=Branch1][C][=O][Branch2][Ring1][P][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][OH0],-1.1395799345005082,6.5421665319,6.8665691275,5.79638,3.84056,5.66635,1.22762,1981.83,1614.37,0.0,0.0,0.5912,0.481583,0.0,Nd,Yes,Nd
FOKZIQ_clean,[Cd],[C][=Branch2][Ring1][=Branch1][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][N][Branch1][#Branch1][C][C][=Branch1][C][=O][OH0][C][C][=Branch1][C][=O][OH0],-0.8873145810072005,2.3024354155,1.820548037,4.91993,2.81148,4.91989,1.88372,0.0,0.0,492.882,261.653,0.4808,0.255239,0.0,Cd,Yes,Cd
FOLLEZ_clean,[Mg][Cd],[C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch2][Ring1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-2.022593316714088,3.2805443926,3.5505208427,4.11323,3.75301,4.10779,1.67795,655.16,390.454,0.0,0.0,0.4424,0.263656,0.0,"Cd,Mg",Yes,Mg
FOMWOV_clean,[Zn],[C][=Branch2][=Branch1][S][=C][C][=Branch2][=Branch1][=Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][#C][C][=C][C][=Branch1][=Branch1][=C][Ring1][#Branch2][Ring1][=Branch1][C][Ring1][=C][=O][C][=Branch1][C][=O][N][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][O][C][Ring2][Ring1][=Branch2][=O][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-4.363261428614045,0.6240558249,8.0294558278,7.41662,4.5384,7.41662,0.990309,1837.3,1855.28,0.0,0.0,0.6302,0.636367,0.0,Zn,No, 
FONKEA_clean,[Cd],[C][=Branch1][C][=O][Branch2][Ring1][P][C][=C][Branch1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][OH0],-3.2130236829067416,2.0003081617,2.1345192008,4.68396,3.93383,4.68242,1.69201,643.159,380.115,0.0,0.0,0.4636,0.273994,0.0,Cd,Yes,Cd
FONPUV_clean,[Zn],[C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring2][Ring1][Branch1],-3.3310720196174097,2.2723025966,2.9446369613,5.63348,5.082,5.6238,1.54253,959.017,621.718,0.0,0.0,0.4556,0.29536,0.0,Zn,Yes,Zn
FONQIJ_clean,[Na][Mn],[NH0][Branch2][Ring1][Branch2][C][=C][Branch1][=C][NH0][C][=Branch1][C][=O][C][Branch1][C][OH0][Branch1][C][C][C][C][=C][C][=C][Ring1][=N][C][=Branch1][C][=O][C][Branch1][C][OH0][Branch1][C][C][C],-2.730241958716416,4.4940852498,5.5270113884,4.70842,3.66843,4.69527,1.05376,821.167,779.27,0.0,0.0,0.51,0.483979,0.0,"Na,Mn",Yes,"Na,Mn"
FOQNUW01_clean,[Cu],[C][=Branch2][Ring1][=Branch2][=C][C][=C][Branch1][Branch1][CH0][=C][Ring1][=Branch1][C][=CH0][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0],-4.10881558489503,0.7747086015,4.0852182905,6.20702,4.77029,6.1269,1.35255,1350.08,998.172,0.0,0.0,0.5374,0.397323,0.0,Cu,Yes,Cu
FORPUY_clean,[Nd],[C][=Branch1][C][=O][Branch1][S][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=N][Ring1][=Branch2][OH0],-1.58341107859481,4.5882830712,6.4945151653,9.42246,3.59342,9.42246,1.13071,1908.86,1688.19,0.0,0.0,0.6696,0.592195,0.0,Nd,Yes,Nd
FORQAF_clean,[La],[C][=Branch1][C][=O][Branch1][S][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=N][Ring1][=Branch2][OH0],-3.027527316171952,4.6897298719,7.6652012,9.35233,4.33657,9.35233,1.04043,2153.98,2070.28,0.0,0.0,0.6962,0.669144,0.0,La,Yes,La
FORTUD_clean,[Zn],[OH0][C][=Branch1][C][=O][C][=C][C][=Branch2][#Branch1][Ring1][=C][Branch2][=Branch1][=C][C][Branch2][=Branch1][=Branch1][/C][=N][/C][=C][C][Branch1][C][C][=C][Branch2][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][#Branch1][OH0][C][=C][Branch2][Ring2][N][C][=Branch1][#Branch2][=C][C][Branch1][C][C][=C][Ring1][#Branch1][C][/N][=C][/C][=C][Branch2][Ring1][Branch2][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch2][C][=Branch1][C][=O][OH0][OH0][OH0][C][=C][Ring2][Ring2][#Branch2][OH0][C][Branch1][C][C][Branch1][C][C][C],-3.466602933398223,1.3883903083,9.3986706803,17.46562,10.38181,17.46523,0.786041,1513.55,1925.54,116.509,148.223,0.691,0.879089,0.0,Zn,Yes,Zn
FOVPEN_clean,[Ag],[C][=C][N][=C][Branch2][Branch1][Ring1][C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][S][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=N][Ring1][=Branch1][=C][C][Branch1][S][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=N][Ring1][=Branch1][=C][Ring2][Ring1][N][C][=C][Ring2][Ring2][#Branch1],-4.040879869114314,0.9345764216,4.5620004693,6.90856,3.45436,6.49799,1.14952,1115.5,970.402,0.0,0.0,0.525,0.45671,0.0,Ag,Yes,Ag
FOVPOX_clean,[Cd],[OH0][C][=Branch1][C][=O][C][=C][C][=C][N+1][Branch1][C][O-1][=C][Ring1][#Branch1][C][=C][Branch1][Branch2][C][=C][C][=N+1][Ring1][=Branch1][O-1][C][=Branch1][C][=O][OH0],-4.21989736737144,0.6926005001000001,3.6223434603,5.86564,3.51663,5.02799,1.32713,811.807,611.702,0.0,0.0,0.504,0.379767,0.0,Cd,Yes,Cd
FOVPUD_clean,[Cd],[O][=C][Branch1][C][OH0][C][=C][Branch1][P][C][=C][Branch1][Branch2][C][=C][C][=N+1][Ring1][=Branch1][O-1][C][=Branch1][C][=O][OH0][N][Branch1][C][OH0][C][=C][C][Ring1][P],-4.267451047843996,0.6159720706,4.4214446223,5.92888,3.43151,5.75387,1.33896,878.863,656.376,0.0,0.0,0.4994,0.372975,0.0,Cd,Yes,Cd
FOXNIQ_clean,[Co][Gd],[C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][N][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0],-3.65772539935718,1.4300692405,1.6629634043,5.68172,4.34787,5.68172,1.93205,592.227,306.527,51.4334,26.6211,0.4372,0.226288,0.0,"Gd,Co",Yes,Gd
FOXPUE_clean,[Cu],[N][Branch2][Ring1][=C][C][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][N][C][=N][C][=C][Ring1][Branch1][C][N][C][=N][C][=C][Ring1][Branch1][C][=N][C][=C][Ring2][Ring1][Branch2],-3.040955744208246,2.2754786592,4.0184276275,4.12175,2.70907,4.12175,1.19677,0.0,0.0,394.063,329.273,0.452,0.377684,0.0,Cu,Yes,Cu
FUDGES_clean,[Zn],[C][=Branch2][Ring1][=Branch1][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-3.359514587812239,3.800913913,11.6780052848,7.76038,5.54861,7.76038,0.846504,2469.98,2917.86,0.0,0.0,0.7118,0.84087,0.0,Zn,Yes,Zn
FUDHAP_clean,[Co],[C][=Branch2][Ring1][=Branch1][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-3.483542634249532,3.13422538,11.9776016959,7.29309,6.51816,7.28407,0.803706,2501.45,3112.39,0.0,0.0,0.7112,0.8849,0.0,Co,Yes,Co
FUDHET_clean,[Co],[C][=Branch2][Ring1][=Branch1][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-2.888307438545524,4.9079323719,11.1460397071,7.05179,4.74765,7.05179,0.905742,2494.35,2753.93,0.0,0.0,0.6642,0.733321,0.0,Co,Yes,Co
FUFQUT_clean,[Cu],[C][=Branch1][O][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][CH1][NH0][N][C][=N][N][=C][Ring1][Branch1],-3.743342376467671,1.5047993625,5.313473353,4.65517,2.94795,4.65517,1.09701,0.0,0.0,764.151,696.578,0.5106,0.465448,0.0,Cu,Yes,Cu
FUFTUX_clean,[Co][Na],[O][Branch2][Branch2][O][C][C][=C][Branch2][#Branch1][Ring2][C][=Branch2][Branch1][#C][=C][Branch2][Ring2][#Branch2][C][=Branch2][Ring1][Branch1][=C][Ring1][=Branch1][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],-3.530063168794746,1.0336966652,1.3314330308,4.85449,2.47395,4.78049,1.36469,0.0,0.0,208.082,152.475,0.3826,0.280356,0.0,"Na,Co",No, 
FUHMOM_clean,[Ca][Zn],[C][=Branch2][Ring2][=Branch2][=C][C][=Branch2][Ring1][#C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=C][Branch1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-1.2729974720036463,5.1206133791,6.0949961161,5.53443,4.01054,5.50524,1.19557,1378.79,1153.25,0.0,0.0,0.5554,0.464549,0.0,"Ca,Zn",Yes,Ca
FUHNED_clean,[Zn][Ba],[C][=Branch1][C][=O][Branch2][Ring2][#Branch1][C][=C][C][=C][C][=Branch1][=Branch2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][OH0],-0.4295609763367733,4.6013218586,5.6555272407,6.48528,4.12203,6.4155,1.3617,1522.72,1118.25,0.0,0.0,0.5858,0.430197,0.0,"Ba,Zn",Yes,Ba
FUHNIH_clean,[Zn][Na],[C][=Branch2][Ring2][#Branch1][=C][Branch2][Ring1][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-3.366296281144632,2.6973493259,5.8320516338,5.52821,3.42388,5.52134,1.16361,1148.32,986.858,0.0,0.0,0.5352,0.459948,0.0,"Na,Zn",Yes,"Na,Zn"
FULQOT_clean,[Gd],[C][=Branch1][C][=O][Branch1][#C][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=Branch1][C][=O][OH0][OH0],-3.3747194533593263,2.1085536133,3.1753931763,5.67142,3.50634,5.66877,1.72182,1110.34,644.862,0.0,0.0,0.4972,0.288764,0.0,Gd,Yes,Gd
FUMHOL_clean,[Mo][Sm][Cs],[OH0][C],-3.3239239846124846,3.2729964005,2.5544229713,4.68606,3.56586,4.60097,1.64124,1221.33,744.153,0.0,0.0,0.5528,0.336819,0.0,"Mo,Cs,Sm",Yes,"Cs,Sm"
FUNFOL_clean,[Co],[O][=C][Branch1][C][OH0][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0],-4.326521987306921,0.6505697001,9.3659664369,9.5586,7.20173,9.50846,0.864162,1603.61,1855.68,0.0,0.0,0.6396,0.740139,0.0,Co,Yes,Co
FURFOP_clean,[Zn],[C][=Branch1][C][=O][Branch1][#C][C][S][C][=Branch1][Branch1][=C][C][=Ring1][Branch1][C][=Branch1][C][=O][OH0][OH0],-3.7129914694802175,1.6758385919,4.2314298169,4.93892,3.56519,4.93892,1.22098,496.28,406.459,457.279,374.517,0.5202,0.42605,0.0,Zn,No, 
FURRAM_clean,[Ag],[O][=C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1],-4.215713010848356,0.7581755933000001,7.0129613641,10.403,9.40744,10.403,1.04916,1635.25,1558.63,0.0,0.0,0.6366,0.606772,0.0,Ag,Yes,Ag
FUSNAJ_clean,[Ag],[O][=C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1],-4.115482174904206,0.8975007552,7.4558886937,10.8347,9.87565,10.8347,1.0024,1663.43,1659.45,0.0,0.0,0.6588,0.657225,0.0,Ag,Yes,Ag
FUSQUH_clean,[Co],[C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Branch2][Ring2][N][C][Branch2][Ring1][#Branch2][C][C][=C][Branch1][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1][=C][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][N][O],-3.933785924528756,1.2275044153,5.0856670675,6.74859,4.59542,6.74676,1.05193,1186.33,1127.76,0.0,0.0,0.5202,0.49452,0.0,Co,No, 
FUTCAZ_clean,[Mn],[OH0][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0],-2.5703074597784163,7.6201115206,9.8553245297,6.78768,5.03504,6.78768,0.817663,2795.18,3418.5,0.0,0.0,0.708,0.865883,0.0,Mn,Yes,Mn
FUTDII_clean,[Fe],[C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Branch2][Ring2][#C][C][=C][C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][C][=C][Ring2][Ring2][Ring1][C][=Branch1][C][=O][OH0],-4.112829600271259,1.1391593802,9.0116863879,10.10622,8.60837,10.10622,0.871632,1521.24,1745.28,0.0,0.0,0.6404,0.734713,0.0,Fe,Yes,Fe
FUTYOK_clean,[Zn],[O][=C][Branch2][Ring1][#Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][OH0],-4.376629744415795,0.6558456169,7.9008580755,6.0154,4.82285,5.99433,1.02626,1867.85,1820.05,0.0,0.0,0.6442,0.627713,0.0,Zn,No, 
FUTYUQ_clean,[Zn],[C][=N][C][=C][NH1][Ring1][Branch1],-3.9131065286905446,1.6905665777,9.4277976974,7.46662,4.79581,7.42523,1.0101,2335.64,2312.29,0.0,0.0,0.6514,0.644887,0.0,Zn,Yes,Zn
FUTZAX_clean,[Zn],[C][=Branch2][Ring1][=Branch1][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][C][=Branch1][C][=O][OH0],-4.51895027751843,0.4693391852,9.1138939507,6.70042,6.11185,6.67865,0.956816,2069.71,2163.12,0.0,0.0,0.6692,0.699403,0.0,Zn,Yes,Zn
FUTZOL_clean,[Zn],[C][=Branch2][Ring1][=Branch1][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-4.535199076410237,0.4284772668,8.9182644205,9.30232,6.36524,9.14367,0.891296,2041.5,2290.48,0.0,0.0,0.6794,0.762261,0.0,Zn,Yes,Zn
FUXCOS_clean,[Ag],[C][#Branch1][C][#N][C][=C][C][=C][Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][Ring1][C][#N][S][Ring1][#Branch1][S][Ring1][N][S][Ring1][P],-4.025838463024407,0.8205295457,2.2131542119,4.8198,4.16045,4.8198,1.4521,612.494,421.799,0.0,0.0,0.4284,0.295021,0.0,Ag,No, 
FUXXIH_clean,[Ni],[C][=C][Branch2][Branch1][Branch1][C][=Branch2][Ring2][C][=C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=Branch1][Branch1][=C][Ring2][Ring2][Ring1][C][=Branch1][C][=O][OH0],-4.16113391546333,0.9094720074,8.1504818134,10.16266,8.68185,10.16266,0.899748,1582.07,1758.35,0.0,0.0,0.6434,0.715089,0.0,Ni,Yes,Ni
FUYYAA_clean,[Nd][Cu],[C][Branch1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=N][Ring1][#C],-1.1127744163706248,2.935753259,2.0176813409,4.5706,2.50265,4.56535,1.84953,0.0,0.0,555.507,300.351,0.4074,0.220272,0.0,"Cu,Nd",Yes,Cu
GABGOI_clean,[Zn],[N][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][NH0][C@H1][Branch1][#Branch1][C@@H1][Branch1][C][NH0][CH1][CH1][CH1][CH1],-2.99450632476783,2.8572013281,5.8834356807,6.19829,3.31833,6.1896,1.16905,1025.05,876.825,79.2829,67.8181,0.5256,0.449596,0.0,Zn,No, 
GACPUX_clean,[Zn],[C][=Branch1][C][=O][Branch1][=N][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][OH0][OH0],-3.5015047380008686,2.8143912963,7.4355937691,5.9525,3.77259,5.85811,1.02185,1638.86,1603.82,0.0,0.0,0.614,0.600871,0.0,Zn,Yes,Zn
GACQAE_clean,[Zn],[O][=C][Branch1][C][OH0][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=Branch1][C][=O][OH0],-4.027315445343014,1.0480175729,10.473784223,8.56972,8.26373,8.56972,0.874357,2020.35,2310.67,0.0,0.0,0.694,0.793726,0.0,Zn,Yes,Zn
GACVIS_clean,[Ni],[C][=Branch2][Ring1][=Branch1][=C][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-3.970794847429049,1.3042992906,8.1939223099,7.02111,6.32962,7.02111,1.11473,2097.73,1881.83,0.0,0.0,0.6286,0.563903,0.0,Ni,Yes,Ni
GADDOH_clean,[La],[Cl][C][=C][Branch2][Ring1][=Branch2][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Branch1][=N][C][Branch1][C][Cl][=C][Ring1][#Branch2][C][=Branch1][C][=O][OH0][Cl][Cl],-2.019907504872124,3.6637512082,5.958328877,8.41895,4.83802,8.38301,1.2132,1718.46,1416.47,0.0,0.0,0.6166,0.508243,0.0,La,Yes,La
GADMAA_clean,[Zn][Gd],[OH0][C][=Branch1][C][=O][C][O][C][C][=Branch1][C][=O][OH0],-4.940970786031135,0.1808487464,2.5318291609,8.30223,7.00364,8.30223,1.50475,1042.04,692.502,0.0,0.0,0.5772,0.383584,0.0,"Gd,Zn",Yes,Zn
GADNUX_clean,[Cu],[N][NH1][C][=Branch2][Ring1][O][=N][C][=Ring1][Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-4.279323160614838,0.7219555769,13.8547772431,15.43787,6.70397,14.77017,0.729552,2339.56,3206.84,0.0,0.0,0.7494,1.02721,0.0,Cu,Yes,Cu
