MOFid,metal,linker,logKH_CO2,pure_uptake_CO2_298.00_15000,pure_uptake_methane_298.00_6500000,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites
GADRAH_clean,[Co][Na],[C][=Branch2][Ring1][=Branch1][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-3.302509112828943,2.7995170171,6.3180126423,6.6659,5.14076,6.6659,1.16041,1633.36,1407.57,0.0,0.0,0.5642,0.486207,0.0,"Na,Co",Yes,"Na,Co"
GAFROX_clean,[Zn],[OH0][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch2][Ring2][C][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][N][C][=C][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][=C][Ring2][Ring1][N],-3.97494413085796,1.525886973,13.2561834608,10.38317,5.82029,10.02176,0.765244,2450.36,3202.06,0.0,0.0,0.7244,0.946626,0.0,Zn,Yes,Zn
GAFRUD_clean,[Cu],[O][=C][Branch2][Branch1][#Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch2][Ring2][Ring2][C][=C][C][=C][C][Branch2][Ring1][#Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][=C][Ring2][Ring1][C][N][=C][Ring2][Ring1][N][OH0],-4.324270221394452,0.6618043632,12.7679914449,10.59453,5.69918,10.59344,0.768776,2454.62,3192.89,0.0,0.0,0.7144,0.929269,0.0,Cu,Yes,Cu
GAGSUF_clean,[Th],[OH0][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N],-5.143842289348661,0.1080893914,5.4270173565,13.27563,13.09101,13.27563,1.53244,1385.3,903.983,0.0,0.0,0.652,0.425465,0.0,Th,Yes,Th
GAGTAM_clean,[Th],[O][=C][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][OH0],-4.270184256677635,0.7083178057,3.9325278202,5.81126,3.29675,5.81126,1.65427,0.0,0.0,1337.82,808.707,0.5618,0.339606,0.0,Th,Yes,Th
GAHSEQ_clean,[Pr],[C][O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][C][=Branch2][Ring2][=Branch1][=C][C][=C][Branch2][Ring1][=C][C][Branch1][Ring1][O][C][=C][C][Ring1][Branch2][=C][Ring1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][/C][=C][/C][=Branch1][C][=O][OH0][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][/C][=C][/C][=Branch1][C][=O][OH0],-2.903361071335765,2.2515078961,5.6857359013,9.12806,8.89551,9.12806,1.04861,1169.01,1114.83,0.0,0.0,0.5662,0.539955,0.0,Pr,Yes,Pr
GAHWIX_clean,[Zn],[C][=Branch1][C][=O][Branch1][P][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=Branch2][Ring1][=C][=C][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][=C][Ring2][Ring1][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],-3.47121052295183,0.8908044091,17.5192985287,10.08038,7.17794,10.08038,0.589363,2617.83,4441.79,0.0,0.0,0.7728,1.31125,0.0,Zn,Yes,Zn
GAJTOC_clean,[Gd],[O][=C][Branch1][C][OH0][C][=C][N][=C][Branch2][Ring1][C][S][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=N][Ring1][=Branch2][C][=C][Ring1][P],-2.3124469615246444,2.2104455108,1.8576808961,4.47391,2.97124,4.46858,1.60963,0.0,0.0,468.056,290.786,0.4426,0.274971,0.0,Gd,Yes,Gd
GAJTUI_clean,[Tb],[O][=C][Branch1][C][OH0][C][=C][C][=C][Branch2][Ring1][C][S][S][C][=C][C][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][OH0][N][=C][Ring1][P],-1.5526806892288283,2.8297556481,1.8192439757,4.48784,3.0106,4.231,1.61335,0.0,0.0,477.83,296.173,0.4412,0.273469,0.0,Tb,Yes,Tb
GAJVAQ_clean,[Er],[OH0][C][=Branch1][C][=O][C][=C][N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][S][C][=C][C][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][OH0],-1.8382547747091105,2.2853857912,1.7673657801,4.41782,2.95293,4.41208,1.65256,0.0,0.0,434.878,263.155,0.4614,0.279204,0.0,Er,Yes,Er
GAJYUN_clean,[Ce],[P][=Branch1][C][=O][Branch1][P][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][Branch1][C][OH0][OH0],-0.590355939213432,4.5313958415,3.0906379908,4.85568,4.28663,4.65881,1.5312,1091.56,712.879,0.0,0.0,0.5342,0.348877,0.0,Ce,Yes,Ce
GAJZAU_clean,[Pr],[P][=Branch1][C][=O][Branch1][P][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][Branch1][C][OH0][OH0],-0.9685390195910122,4.8548544481,3.1003006813,4.80108,4.30234,4.80108,1.51624,1143.74,754.324,0.0,0.0,0.5456,0.359838,0.0,Pr,Yes,Pr
GAJZEY_clean,[Nd],[P][=Branch1][C][=O][Branch1][P][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][Branch1][C][OH0][OH0],-1.398058370045826,4.8456832132,3.0664125265,4.80464,4.28777,4.80464,1.53408,1142.39,744.678,0.0,0.0,0.5448,0.355132,0.0,Nd,Yes,Nd
GAJZIC_clean,[Sm],[P][=Branch1][C][=O][Branch1][P][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][Branch1][C][OH0][OH0],-1.6787765873945764,4.57746556,3.033969695,4.74189,4.18269,4.74189,1.58149,1144.61,723.756,0.0,0.0,0.5442,0.344106,0.0,Sm,Yes,Sm
GAJZOI_clean,[Gd],[P][=Branch1][C][=O][Branch1][P][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][Branch1][C][OH0][OH0],-3.03399444579791,3.2446789783,2.9276347253,4.76043,4.22431,4.76043,1.6231,1140.51,702.673,0.0,0.0,0.5414,0.333559,0.0,Gd,Yes,Gd
GAJZUO_clean,[Y],[P][=Branch1][C][=O][Branch1][P][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][Branch1][C][OH0][OH0],-0.7020644936403526,5.6061829367,3.5218966524,4.67022,4.137,4.66388,1.35819,1115.52,821.33,0.0,0.0,0.5302,0.390373,0.0,Y,Yes,Y
GALCAZ_clean,[Zn],[N][=C][C][=Branch1][=C][=C][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],-4.406469157379192,0.6376122402000001,5.712134442,7.51924,6.97754,7.50411,1.17363,1179.25,1004.78,0.0,0.0,0.5068,0.431822,0.0,Zn,Yes,Zn
GAMSOD_clean,[Ag],[S][Branch1][#Branch2][C][C][=N][C][=C][N][=C][Ring1][=Branch1][C][C][=N][C][=C][N][=C][Ring1][=Branch1],-3.8558867938489136,1.143970772,3.5611359351000003,4.58378,3.14009,4.58378,1.46841,0.0,0.0,716.037,487.628,0.4784,0.325795,0.0,Ag,Yes,Ag
GAMTAQ_clean,[La],[C][=Branch2][Ring1][Branch2][=C][C][=Branch1][=C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][OH0][C][C][=Branch1][C][=O][OH0][C][C][=Branch1][C][=O][OH0],-1.8548875386553405,5.3103784128,3.9047420054,4.9696,3.15514,4.71289,1.41721,0.0,0.0,787.133,555.409,0.5194,0.366494,0.0,La,Yes,La
GAMTIY_clean,[Pr],[C][=Branch2][Ring1][Branch2][=C][C][=Branch1][=C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][OH0][C][C][=Branch1][C][=O][OH0][C][C][=Branch1][C][=O][OH0],-0.5094768833122929,5.7981881968,3.4394249112,4.94228,3.13094,4.94228,1.44018,0.0,0.0,724.278,502.908,0.5186,0.360094,0.0,Pr,Yes,Pr
GAPDUX_clean,[Na][Cu],[O][=C][Branch1][C][OH0][C][C][=Branch1][C][=O][OH0],-4.676593190636424,0.2925932403,2.7280903385,4.39272,3.14854,4.18817,1.64307,0.0,0.0,465.773,283.478,0.4746,0.28885,0.0,"Cu,Na",Yes,"Cu,Na"
GAPNOD_clean,[U],[C][=Branch2][Ring1][=Branch1][=C][C][=Branch1][=N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=C][C][=Branch1][=N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-4.826609748534805,0.2247314199,4.2596318669,6.6565,4.84778,6.65444,1.74449,1900.25,1089.29,0.0,0.0,0.644,0.369162,0.0,U,Yes,U
GAQKOB_clean,[Zn],[C][=Branch2][Ring1][=Branch1][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][N][C][=C][C@H1][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],-4.189975939594547,0.6294610146,2.8172364944,4.0449,2.86519,4.0449,1.34541,0.0,0.0,376.339,279.721,0.449,0.333727,0.0,Zn,No, 
GAQYIH_clean,[Cd],[C][N][C][N][C][N][Ring1][=Branch1][C][N][Branch1][Ring2][C][Ring1][Branch2][C][Ring1][#Branch1],-3.905658165709881,2.1517401241,13.9716220728,20.25844,8.96976,15.7736,0.559917,2127.26,3799.24,0.0,0.0,0.8486,1.51558,0.0,Cd,Yes,Cd
GARLAP_clean,[La],[N][Branch1][P][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][Branch1][P][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0],-2.775985188627136,3.3143975163,6.3582396106,5.58892,4.38006,5.58663,1.1363,1527.33,1344.12,0.0,0.0,0.5756,0.506555,0.0,La,Yes,La
GARLET_clean,[Pr],[N][Branch2][Ring1][#Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][Branch1][P][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],-1.990103140292288,3.6191855747,6.2630123243,5.53835,4.38226,5.51111,1.15379,1524.15,1321.0,0.0,0.0,0.573,0.496625,0.0,Pr,Yes,Pr
GARLIX_clean,[Nd],[N][Branch2][Ring1][#Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][Branch1][P][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],-1.5640951426629073,3.5904229312,6.2115725822,5.51894,4.34952,5.51894,1.16479,1506.37,1293.26,0.0,0.0,0.5712,0.49039,0.0,Nd,Yes,Nd
GARLOD_clean,[Sm],[N][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][Branch1][P][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],-1.9653514933074152,3.5515576118,6.1359544616,5.48563,4.3317,5.48563,1.18591,1487.56,1254.36,0.0,0.0,0.5682,0.479126,0.0,Sm,Yes,Sm
GARLUJ_clean,[Eu],[N][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][Branch1][P][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],-2.4189234466688285,3.533759269,6.1542766124,5.47258,4.30508,5.46713,1.19194,1490.51,1250.49,0.0,0.0,0.5688,0.477205,0.0,Eu,Yes,Eu
GARMAQ_clean,[Gd],[N][Branch1][P][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],-3.2300292483104576,3.1936944306,6.128309576,5.4678,4.29561,5.44556,1.2061,1479.57,1226.74,0.0,0.0,0.5666,0.469779,0.0,Gd,Yes,Gd
GARPAR_clean,[Ag],[C][=C][C][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][C][#C][C][=C][N][=C][C][=C][Ring1][=Branch1],-3.536472808142976,2.1417246404,3.57954043,4.88792,3.20385,4.88792,1.2842,0.0,0.0,895.178,697.072,0.5266,0.410062,0.0,Ag,Yes,Ag
GARQAU_clean,[Zn],[C][=Branch1][#C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][C][Branch1][C][C][=N][NH1][C][=Ring1][=Branch1][C],-3.804897746771711,1.7580110011,5.231432594,7.22233,4.73121,7.22233,1.05141,1110.85,1056.54,0.0,0.0,0.5324,0.50637,0.0,Zn,No, 
GARSUQ_clean,[Eu],[C][=C][Branch2][Ring1][P][C][=C][C][Branch2][Ring1][#Branch1][C][N][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=N][Ring1][Branch2][C][=Branch1][C][=O][OH0][=C][Ring2][Ring1][C][C][=Branch1][C][=O][OH0],-0.986164624259668,3.6710432807,3.8750173626,4.38052,3.88796,4.36788,1.61033,1121.78,696.613,0.0,0.0,0.4852,0.301304,0.0,Eu,Yes,Eu
GARTAX_clean,[Gd],[C][=C][C][Branch2][Ring1][#Branch1][C][N][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=N][Ring1][O][=C][C][=C][Ring2][Ring1][C][C][=Branch1][C][=O][OH0],-1.7826002907632097,3.2816898124,4.1170035078,4.45838,3.94557,4.41836,1.61624,1125.98,696.667,0.0,0.0,0.4868,0.301193,0.0,Gd,Yes,Gd
GARTEB_clean,[Tb],[C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][N][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=N][Ring1][O],-1.515883884716175,3.348149621,3.6615327544,4.30272,3.79858,4.29463,1.63832,1104.37,674.089,0.0,0.0,0.4846,0.295792,0.0,Tb,Yes,Tb
GARTIF_clean,[Dy],[C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][N][Branch1][P][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][N][=C][Ring2][Ring1][C][C][=Branch1][C][=O][OH0],-1.4479806688451116,3.5114173037,3.9047929449,4.43647,3.87557,4.43647,1.65372,1132.95,685.091,0.0,0.0,0.471,0.284812,0.0,Dy,Yes,Dy
GASSEB_clean,[Zn],[CH2][CH0][Branch1][C][C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][OH0][N][CH1][C][=C][C][=N][C][=C][Ring1][=Branch1],-3.6244077076206014,2.7664666431,7.8816060851,5.64924,4.02494,5.64854,0.918331,1776.39,1934.36,0.0,0.0,0.633,0.689294,0.0,Zn,Yes,Zn
GAWJEV_clean,[Zn],[O][=C][Branch1][C][OH0][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][Branch2][Ring1][#Branch1][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][=CH0][Ring2][Ring1][Branch1],-1.2495872684649936,3.0830393453,2.5857065047,4.86365,3.38284,4.68994,1.47981,769.11,519.734,0.0,0.0,0.5,0.337881,0.0,Zn,Yes,Zn
GAWKEW_clean,[W][Cu],[P][=Branch1][C][=O][Branch1][C][OH0][Branch1][C][OH0][OH0],-4.138258348106904,0.4967094123,0.8123222355,5.75147,3.14287,5.66213,3.75396,0.0,0.0,728.361,194.025,0.474,0.126267,0.0,"W,Cu",Yes,"W,Cu"
GAWLIB_clean,[Tb],[OH0][C][=Branch1][C][=O][C][=C][Branch2][Branch1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][=N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][OH0],-0.6893279250698764,2.341907872,1.6083111078,7.30469,6.9637,7.3003,1.77656,565.048,318.057,10.6196,5.97759,0.4542,0.255662,0.0,Tb,Yes,Tb
GAWMOJ_clean,[Zn],[C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][O][C][C][Branch2][Ring1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][Branch2][Ring1][C][C][O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],-4.349833378245643,0.687448968,12.8143235321,9.85959,7.82076,9.85959,0.707147,2014.24,2848.41,0.0,0.0,0.7242,1.02411,0.0,Zn,Yes,Zn
GAXVUY_clean,[Ca][Zn],[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-2.430935240131128,5.8674357441,6.2737824293,6.10604,3.07582,5.9657,1.07253,0.0,0.0,1413.31,1317.74,0.5886,0.548796,0.0,"Ca,Zn",Yes,"Ca,Zn"
GAXWAF_clean,[Sr][Zn],[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-2.5184011682437,5.4179637452,5.7240811968,6.35613,3.00777,6.26079,1.16133,0.0,0.0,1417.7,1220.75,0.5912,0.509071,0.0,"Sr,Zn",Yes,"Sr,Zn"
GAXWEJ_clean,[Zn][Ba],[C][=Branch1][C][=O][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][OH0],-0.8963467693446854,2.0234041268,2.5323862528000003,4.40485,2.71207,4.39684,1.56723,0.0,0.0,539.867,344.471,0.4694,0.299509,0.0,"Ba,Zn",Yes,Ba
GAYFUJ_clean,[Cd],[C][=N][NH0][=C][C][Ring1][Branch1][=C][C][=N][NH0][=C][Ring1][Branch1],-2.54334402785016,6.1834140569,6.5707031255,5.68191,5.17685,5.68191,1.29989,1899.11,1460.97,0.0,0.0,0.6252,0.480962,0.0,Cd,Yes,Cd
GAYGAQ_clean_h,[Cu],[C][C][Branch1][=Branch1][C][=N][NH0][=Ring1][Branch1][=C][C][=NH0][N][=C][Ring1][Branch1],-2.843296419931276,4.6158899763,4.7751831963,5.42545,4.61164,5.42545,1.32331,1222.55,923.858,0.0,0.0,0.5596,0.42288,0.0,Cu,Yes,Cu
GEBCAT_clean,[K][Co],[O][=C][Branch1][C][OH0][C][C][Branch1][C][OH0][Branch1][#Branch1][C][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][O],-4.708828802948892,0.3110131434,3.3816636103,7.82822,4.28279,7.82194,1.50818,1191.52,790.035,0.0,0.0,0.4616,0.306064,0.0,"K,Co",Yes,K
GEDDAW_clean,[Co],[C][=C][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0],-2.70337429284972,3.3779358966,8.3047777184,10.55388,8.11262,10.55388,0.996818,2113.88,2120.63,0.0,0.0,0.7028,0.705043,0.0,Co,Yes,Co
GEDLIM_clean,[Zn],[N][N][=C][Branch2][Ring1][=Branch1][N][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=Ring1][=C][C],-3.818796897028223,1.1404271514,5.5057108615,7.1997,3.30533,7.07142,1.13684,0.0,0.0,981.551,863.405,0.523,0.460048,0.0,Zn,No, 
GEDRAK_clean,[Nd],[C][=Branch1][C][=O][Branch2][Ring2][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][/C][=N][/C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][OH0],-1.3311371804989292,6.634318842,8.1299241771,5.77362,3.92842,5.19693,1.15636,2398.21,2073.93,0.0,0.0,0.6018,0.520425,0.0,Nd,Yes,Nd
GEFYUN_clean,[Cu],[P][Branch2][Ring2][#Branch2][C][=C][C][Branch2][Ring1][Ring2][P][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][Ring1][C][=C][C][=N][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],-4.37788860289024,0.5234492749,5.4236779984,6.73786,6.27962,6.66229,1.04811,1399.46,1335.23,0.0,0.0,0.5478,0.522657,0.0,Cu,No, 
GEFZAU_clean,[Cu],[P][Branch2][Ring2][#Branch2][C][=C][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][C][Branch2][Ring1][Ring2][P][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][=Branch2][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],-4.306643326240075,0.6117478837,5.572111872,6.43441,5.83045,6.43102,0.991134,1373.29,1385.58,0.0,0.0,0.5466,0.55149,0.0,Cu,No, 
GEGBEB_clean,[Eu][Ag],[N][Branch2][Ring1][Branch2][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][Branch2][Ring1][Branch2][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1],-3.007877898220995,2.066661557,5.2691141398,4.72277,3.21984,4.36436,1.22883,0.0,0.0,690.277,561.734,0.5214,0.424305,0.0,"Ag,Eu",Yes,Ag
GEGBOL_clean,[Gd][Ag],[N][Branch2][Ring1][Branch2][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][Branch2][Ring1][Branch2][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1],-3.0154956396135986,2.0477790576,5.2394359943,4.71731,3.22624,4.44524,1.22917,0.0,0.0,689.784,561.178,0.522,0.424676,0.0,"Gd,Ag",Yes,Ag
GEHSAN_clean,[Ca][Fe],[C][N][C][N][C][N][Branch1][Branch2][C][N][Ring1][Branch2][C][Ring1][=Branch1][C][Ring1][=Branch2],-2.742287834591501,1.9674221738,2.0773059941,4.21897,2.65292,4.13931,1.49275,0.0,0.0,232.374,155.668,0.35,0.234466,0.0,"Ca,Fe",Yes,Ca
GEKVEZ_clean,[Mo][Yb][Cs],[O][C],-3.260054433459452,3.2448009413,2.6780204049,4.60932,3.49419,4.2137,1.75988,1163.32,661.023,0.0,0.0,0.526,0.298883,0.0,"Mo,Yb,Cs",Yes,"Yb,Cs"
GELJAJ_clean,[Zn],[C][=Branch1][Branch2][=C][C][=N][C][=C][Ring1][=Branch1][C][C][C][C][=C][C][=N][C][=C][Ring1][=Branch1],-3.89394856188164,1.3091629075,2.735391064,4.01632,2.59819,4.00607,1.41565,0.0,0.0,230.354,162.72,0.4348,0.307138,0.0,Zn,Yes,Zn
GEPDEM_clean,[Zn],[C][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][N][C][=N][C][=N][Ring1][Branch1],-2.513015847663485,4.620462087,3.7842399274,4.09249,3.45067,4.09249,1.44433,525.305,363.701,0.0,0.0,0.487,0.33718,0.0,Zn,Yes,Zn
GERPUP_clean,[Cu][Sm],[OH0][C][=Branch1][C][=O][C][O][C][C][=Branch1][C][=O][OH0],-5.325559584916401,0.0707858816,2.7543107842,8.51519,7.38328,8.51519,1.47529,1095.68,742.686,1.06498,0.721878,0.5678,0.384873,0.0,"Cu,Sm",Yes,Cu
